ID,total+AF8-number+AF8-employees,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
5877,16,0,0,0,0,0,0,1
5878,1,0,0,0,0,0,0,1
5879,2,0,0,0,0,0,0,1
5880,1,0,0,0,0,0,0,1
5881,5,0,0,0,0,0,0,1
5882,17,0,0,0,0,0,0,1
5883,2,0,0,0,0,0,0,1
5884,8,0,0,0,0,0,0,1
5885,3,0,0,0,0,0,0,1
5886,2,0,0,0,0,0,0,1
5887,1,0,0,0,0,0,0,1
5888,24,0,0,0,0,0,0,1
5889,24,0,0,0,0,0,0,1
5890,8,0,0,0,0,0,0,1
5891,3,0,0,0,0,0,0,1
5892,6,0,0,0,0,0,0,1
5893,2,0,0,0,0,0,0,1
5894,5,0,0,0,0,0,0,1
5895,15,0,0,0,0,0,0,1
5896,3,0,0,0,0,0,0,1
5897,9,0,0,0,0,0,0,1
5898,9,0,0,0,0,0,0,1
5899,3,0,0,0,0,0,0,1
5900,11,0,0,0,0,0,0,1
5901,2,0,0,0,0,0,0,1
5902,3,0,0,0,0,0,0,1
5903,6,0,0,0,0,0,0,1
5904,3,0,0,0,0,0,0,1
5905,5,0,0,0,0,0,0,1
5906,2,0,0,0,0,0,0,1
5907,1,0,0,0,0,0,0,1
5908,3,0,0,0,0,0,0,1
5909,2,0,0,0,0,0,0,1
5910,4,0,0,0,0,0,0,1
5911,1,0,0,0,0,0,0,1
5912,3,0,0,0,0,0,0,1
5913,3,0,0,0,0,0,0,1
5914,1,0,0,0,0,0,0,1
5915,2,0,0,0,0,0,0,1
5916,18,0,0,0,0,0,0,1
5917,18,0,0,0,0,0,0,1
5918,3,0,0,0,0,0,0,1
5919,5,0,0,0,0,0,0,1
5920,4,0,0,0,0,0,0,1
5921,3,0,0,0,0,0,0,1
5922,3,0,0,0,0,0,0,1
5923,1,0,0,0,0,0,0,1
5924,2,0,0,0,0,0,0,1
5925,15,0,0,0,0,0,0,1
5926,5,0,0,0,0,0,0,1
5927,4,0,0,0,0,0,0,1
5928,3,0,0,0,0,0,0,1
5929,19,0,0,0,0,0,0,1
5930,2,0,0,0,0,0,0,1
5931,1,0,0,0,0,0,0,1
5932,3,0,0,0,0,0,0,1
5933,25,0,0,0,0,0,0,1
5934,5,0,0,0,0,0,0,1
5935,2,0,0,0,0,0,0,1
5936,34,0,0,0,0,0,0,1
5937,2,0,0,0,0,0,0,1
5938,4,0,0,0,0,0,0,1
5939,6,0,0,0,0,0,0,1
5940,6,0,0,0,0,0,0,1
5941,1,0,0,0,0,0,0,1
5942,5,0,0,0,0,0,0,1
5943,19,0,0,0,0,0,0,1
5944,4,0,0,0,0,0,0,1
5945,2,0,0,0,0,0,0,1
5946,1,0,0,0,0,0,0,0
5947,2,0,0,0,0,0,0,0
5948,1,0,0,0,0,0,0,0
5949,14,0,0,0,0,0,0,0
5950,10,0,0,0,0,0,0,0
5951,4,0,0,0,0,0,0,0
5952,14,0,0,0,0,0,0,0
5953,1,0,0,0,0,0,0,0
5954,8,0,0,0,0,0,0,0
5955,2,0,0,0,0,0,0,0
5956,2,0,0,0,0,0,0,0
5957,6,0,0,0,0,0,0,0
5958,7,0,0,0,0,0,0,1
5959,3,0,0,0,0,0,0,1
5960,1,0,0,0,0,0,0,1
5961,1,0,0,0,0,0,0,1
5962,5,0,0,0,0,0,0,1
5963,31,0,0,0,0,0,0,1
5964,6,0,0,0,0,0,0,1
5965,9,0,0,0,0,0,0,1
5966,3,0,0,0,0,0,0,1
5967,3,0,0,0,0,0,0,1
5968,20,0,0,0,0,0,0,1
5969,1,0,0,0,0,0,0,1
5970,3,0,0,0,0,0,0,1
5971,8,0,0,0,0,0,0,1
5972,15,0,0,0,0,0,0,1
5973,3,0,0,0,0,0,0,1
5974,5,0,0,0,0,0,0,1
5975,6,0,0,0,0,0,0,1
5976,6,0,0,0,0,0,0,1
5977,1,0,0,0,0,0,0,1
5978,21,0,0,0,0,0,0,1
5979,2,0,0,0,0,0,0,1
5980,12,0,0,0,0,0,0,1
5981,4,0,0,0,0,0,0,1
5982,6,0,0,0,0,0,0,1
5983,1,0,0,0,0,0,0,1
5984,5,0,0,0,0,0,0,1
5985,8,0,0,0,0,0,0,1
5986,1,0,0,0,0,0,0,1
5987,2,0,0,0,0,0,0,1
5988,1,0,0,0,0,0,0,0
5989,3,0,0,0,0,0,0,0
5990,4,0,0,0,0,0,0,0
5991,2,0,0,0,0,0,0,0
5992,1,0,0,0,0,0,0,0
5993,1,0,0,0,0,0,0,1
5994,3,0,0,0,0,0,0,1
5995,1,0,0,0,0,0,0,1
5996,3,0,0,0,0,0,0,1
5997,3,0,0,0,0,0,0,1
5998,5,0,0,0,0,0,0,1
5999,1,0,0,0,0,0,0,1
6000,12,0,0,0,0,0,0,0
6001,3,0,0,0,0,0,0,0
6002,5,0,0,0,0,0,0,0
6003,4,0,0,0,0,0,0,0
6004,2,0,0,0,0,0,0,0
6005,4,0,0,0,0,0,0,0
6006,4,0,0,0,0,0,0,0
6007,1,0,0,0,0,0,0,0
6008,3,0,0,0,0,0,0,0
6009,2,0,0,0,0,0,0,0
6010,2,0,0,0,0,0,0,0
6011,4,0,0,0,0,0,0,0
6012,4,0,0,0,0,0,0,0
6013,2,0,0,0,0,0,0,0
6014,17,0,0,0,0,0,0,0
6015,2,0,0,0,0,0,0,0
6016,1,0,0,0,0,0,0,0
6017,2,0,0,0,0,0,0,0
6018,11,0,0,0,0,0,0,0
6019,1,0,0,0,0,0,0,0
6020,2,0,0,0,0,0,0,0
6021,3,0,0,0,0,0,0,0
6022,5,0,0,0,0,0,0,0
6023,6,0,0,0,0,0,0,0
6024,10,0,0,0,0,0,0,0
6025,7,0,0,0,0,0,0,0
6026,50,0,0,0,0,0,0,0
6027,16,0,0,0,0,0,0,0
6028,3,0,0,0,0,0,0,0
6029,9,0,0,0,0,0,0,0
6030,8,0,0,0,0,0,0,0
6031,2,0,0,0,0,0,0,1
6032,2,0,0,0,0,0,0,1
6033,5,0,0,0,0,0,0,1
6034,2,0,0,0,0,0,0,1
6035,2,0,0,0,0,0,0,1
6036,4,0,0,0,0,0,0,1
6037,1,0,0,0,0,0,0,1
6038,2,0,0,0,0,0,0,1
6039,2,0,0,0,0,0,0,1
6040,2,0,0,0,0,0,0,1
6041,1,0,0,0,0,0,0,1
6042,5,0,0,0,0,0,0,1
6043,2,0,0,0,0,0,0,1
6044,2,0,0,0,0,0,0,1
6045,2,0,0,0,0,0,0,1
6046,7,0,0,0,0,0,0,1
6047,2,0,0,0,0,0,0,1
6048,14,0,0,0,0,0,0,1
6049,1,0,0,0,0,0,0,1
6050,2,0,0,0,0,0,0,1
6051,3,0,0,0,0,0,0,1
6052,6,0,0,0,0,0,0,0
6053,4,0,0,0,0,0,0,0
6054,3,0,0,0,0,0,0,0
6055,2,0,0,0,0,0,0,0
6056,1,0,0,0,0,0,0,0
6057,6,0,0,0,0,0,0,0
6058,2,0,0,0,0,0,0,0
6059,8,0,0,0,0,0,0,0
6060,4,0,0,0,0,0,0,0
6061,8,0,0,0,0,0,0,0
6062,1,0,0,0,0,0,0,0
6063,2,0,0,0,0,0,0,0
6064,5,0,0,0,0,0,0,0
6065,8,0,0,0,0,0,0,0
6066,1,0,0,0,0,0,0,0
6067,1,0,0,0,0,0,0,0
6068,1,0,0,0,0,0,0,0
6069,1,0,0,0,0,0,0,0
6070,2,0,0,0,0,0,0,0
6071,1,0,0,0,0,0,0,0
6072,2,0,0,0,0,0,0,0
6073,4,0,0,0,0,0,0,0
6074,1,0,0,0,0,0,0,0
6075,13,0,0,0,0,0,0,0
6076,1,0,0,0,0,0,0,0
6077,5,0,0,0,0,0,0,0
6078,2,0,0,0,0,0,0,0
6079,3,0,0,0,0,0,0,0
6080,1,0,0,0,0,0,0,0
6081,2,0,0,0,0,0,0,0
6082,2,0,0,0,0,0,0,0
6083,2,0,0,0,0,0,0,1
6084,2,0,0,0,0,0,0,1
6085,11,0,0,0,0,0,0,1
6086,4,0,0,0,0,0,0,1
6087,8,0,0,0,0,0,0,1
6088,11,0,0,0,0,0,0,1
6089,2,0,0,0,0,0,0,1
6090,5,0,0,0,0,0,0,1
6091,2,0,0,0,0,0,0,1
6092,28,0,0,0,0,0,0,1
6093,54,0,0,0,0,0,0,1
6094,4,0,0,0,0,0,0,0
6095,17,0,0,0,0,0,0,0
6096,2,0,0,0,0,0,0,0
6097,1,0,0,0,0,0,0,0
6098,2,0,0,0,0,0,0,0
6099,4,0,0,0,0,0,0,0
6100,1,0,0,0,0,0,0,0
6101,3,0,0,0,0,0,0,0
6102,3,0,0,0,0,0,0,0
6103,2,0,0,0,0,0,0,0
6104,1,0,0,0,0,0,0,1
6105,5,0,0,0,0,0,0,1
6106,3,0,0,0,0,0,0,1
6107,3,0,0,0,0,0,0,1
6108,1,0,0,0,0,0,0,1
6109,2,0,0,0,0,0,0,1
6110,26,0,0,0,0,0,0,0
6111,5,0,0,0,0,0,0,0
6112,2,0,0,0,0,0,0,0
6113,5,0,0,0,0,0,0,0
6114,20,0,0,0,0,0,0,0
6115,1,0,0,0,0,0,0,0
6116,9,0,0,0,0,0,0,1
6117,16,0,0,0,0,0,0,1
6118,3,0,0,0,0,0,0,1
6119,11,0,0,0,0,0,0,1
6120,6,0,0,0,0,0,0,1
6121,4,0,0,0,0,0,0,1
6122,5,0,0,0,0,0,0,1
6123,7,0,0,0,0,0,0,1
6124,2,0,0,0,0,0,0,1
6125,1,0,0,0,0,0,0,1
6126,3,0,0,0,0,0,0,1
6127,14,0,0,0,0,0,0,1
6128,5,0,0,0,0,0,0,1
6129,14,0,0,0,0,0,0,1
6130,15,0,0,0,0,0,0,1
6131,1,0,0,0,0,0,0,1
6132,1,0,0,0,0,0,0,0
6133,7,0,0,0,0,0,0,0
6134,5,0,0,0,0,0,0,0
6135,1,0,0,0,0,0,0,0
6136,15,0,0,0,0,0,0,0
6137,2,0,0,0,0,0,0,0
6138,16,0,0,0,0,0,0,0
6139,7,0,0,0,0,0,0,0
6140,5,0,0,0,0,0,0,0
6141,7,0,0,0,0,0,0,0
6142,3,0,0,0,0,0,0,0
6143,6,0,0,0,0,0,0,0
6144,18,0,0,0,0,0,0,0
6145,4,0,0,0,0,0,0,0
6146,5,0,0,0,0,0,0,0
6147,15,0,0,0,0,0,0,0
6148,1,0,0,0,0,0,0,0
6149,12,0,0,0,0,0,0,0
6150,12,0,0,0,0,0,0,0
6151,3,0,0,0,0,0,0,0
6152,2,0,0,0,0,0,0,0
6153,1,0,0,0,0,0,0,0
6154,3,0,0,0,0,0,0,0
6155,4,0,0,0,0,0,0,0
6156,1,0,0,0,0,0,0,0
6157,16,0,0,0,0,0,0,0
6158,17,0,0,0,0,0,0,0
6159,3,0,0,0,0,0,0,0
6160,1,0,0,0,0,0,0,0
6161,10,0,0,0,0,0,0,0
6162,5,0,0,0,0,0,0,0
6163,4,0,0,0,0,0,0,0
6164,7,0,0,0,0,0,0,1
6165,1,0,0,0,0,0,0,1
6166,1,0,0,0,0,0,0,1
6167,6,0,0,0,0,0,0,1
6168,1,0,0,0,0,0,0,1
6169,1,0,0,0,0,0,0,1
6170,5,0,0,0,0,0,0,1
6171,2,0,0,0,0,0,0,1
6172,13,0,0,0,0,0,0,1
6173,5,0,0,0,0,0,0,1
6174,9,0,0,0,0,0,0,1
6175,17,0,0,0,0,0,0,1
6176,17,0,0,0,0,0,0,1
6177,13,0,0,0,0,0,0,1
6178,1,0,0,0,0,0,0,1
6179,2,0,0,0,0,0,0,1
6180,3,0,0,0,0,0,0,1
6181,11,0,0,0,0,0,0,1
6182,7,0,0,0,0,0,0,1
6183,28,0,0,0,0,0,0,1
6184,48,0,0,0,0,0,0,1
6185,1,0,0,0,0,0,0,1
6186,10,0,0,0,0,0,0,1
6187,18,0,0,0,0,0,0,1
6188,3,0,0,0,0,0,0,1
6189,2,0,0,0,0,0,0,1
6190,1,0,0,0,0,0,0,1
6191,3,0,0,0,0,0,0,0
6192,1,0,0,0,0,0,0,1
6193,5,0,0,0,0,0,0,1
6194,3,0,0,0,0,0,0,1
6195,2,0,0,0,0,0,0,1
6196,1,0,0,0,0,0,0,1
6197,8,0,0,0,0,0,0,0
6198,2,0,0,0,0,0,0,1
6199,3,0,0,0,0,0,0,0
6200,4,0,0,0,0,0,0,0
6201,2,0,0,0,0,0,0,0
6202,12,0,0,0,0,0,0,1
6203,6,0,0,0,0,0,0,1
6204,4,0,0,0,0,0,0,1
6205,13,0,0,0,0,0,0,0
6206,10,0,0,0,0,0,0,0
6207,1,0,0,0,0,0,0,0
6208,4,0,0,0,0,0,0,0
6209,11,0,0,0,0,0,0,0
6210,2,0,0,0,0,0,0,0
6211,4,0,0,0,0,0,0,1
6212,9,0,0,0,0,0,0,1
6213,18,0,0,0,0,0,0,1
6214,2,0,0,0,0,0,0,1
6215,1,0,0,0,0,0,0,1
6216,10,0,0,0,0,0,0,1
6217,2,0,0,0,0,0,0,1
6218,26,0,0,0,0,0,0,1
6219,20,0,0,0,0,0,0,1
6220,3,0,0,0,0,0,0,1
6221,11,0,0,0,0,0,0,1
6222,7,0,0,0,0,0,0,1
6223,13,0,0,0,0,0,0,1
6224,7,0,0,0,0,0,0,1
6225,2,0,0,0,0,0,0,1
6226,2,0,0,0,0,0,0,0
6227,1,0,0,0,0,0,0,0
6228,1,0,0,0,0,0,0,0
6229,1,0,0,0,0,0,0,0
6230,3,0,0,0,0,0,0,0
6231,4,0,0,0,0,0,0,0
6232,1,0,0,0,0,0,0,0
6233,3,0,0,0,0,0,0,0
6234,16,0,0,0,0,0,0,0
6235,2,0,0,0,0,0,0,0
6236,1,0,0,0,0,0,0,0
6237,2,0,0,0,0,0,0,0
6238,6,0,0,0,0,0,0,0
6239,18,0,0,0,0,0,0,0
6240,8,0,0,0,0,0,0,0
6241,4,0,0,0,0,0,0,0
6242,2,0,0,0,0,0,0,0
6243,2,0,0,0,0,0,0,0
6244,13,0,0,0,0,0,0,0
6245,1,0,0,0,0,0,0,0
6246,21,0,0,0,0,0,0,0
6247,1,0,0,0,0,0,0,0
6248,21,0,0,0,0,0,0,0
6249,2,0,0,0,0,0,0,0
6250,123,0,0,0,0,0,0,0
6251,17,0,0,0,0,0,0,0
6252,9,0,0,0,0,0,0,0
6253,2,0,0,0,0,0,0,0
6254,6,0,0,0,0,0,0,0
6255,1,0,0,0,0,0,0,0
6256,2,0,0,0,0,0,0,0
6257,11,0,0,0,0,0,0,0
6258,10,0,0,0,0,0,0,0
6259,4,0,0,0,0,0,0,0
6260,2,0,0,0,0,0,0,0
6261,3,0,0,0,0,0,0,0
6262,7,0,0,0,0,0,0,0
6263,3,0,0,0,0,0,0,0
6264,8,0,0,0,0,0,0,0
6265,2,0,0,0,0,0,0,0
6266,7,0,0,0,0,0,0,1
6267,22,0,0,0,0,0,0,1
6268,2,0,0,0,0,0,0,1
6269,3,0,0,0,0,0,0,1
6270,4,0,0,0,0,0,0,1
6271,2,0,0,0,0,0,0,1
6272,28,0,0,0,0,0,0,1
6273,1,0,0,0,0,0,0,1
6274,2,0,0,0,0,0,0,1
6275,6,0,0,0,0,0,0,1
6276,5,0,0,0,0,0,0,1
6277,1,0,0,0,0,0,0,1
6278,2,0,0,0,0,0,0,1
6279,50,0,0,0,0,0,0,1
6280,1,0,0,0,0,0,0,1
6281,1,0,0,0,0,0,0,1
6282,12,0,0,0,0,0,0,1
6283,6,0,0,0,0,0,0,1
6284,1,0,0,0,0,0,0,1
6285,5,0,0,0,0,0,0,1
6286,1,0,0,0,0,0,0,1
6287,1,0,0,0,0,0,0,1
6288,7,0,0,0,0,0,0,0
6289,17,0,0,0,0,0,0,0
6290,5,0,0,0,0,0,0,0
6291,25,0,0,0,0,0,0,0
6292,21,0,0,0,0,0,0,0
6293,2,0,0,0,0,0,0,0
6294,3,0,0,0,0,0,0,0
6295,3,0,0,0,0,0,0,0
6296,6,0,0,0,0,0,0,0
6297,3,0,0,0,0,0,0,0
6298,7,0,0,0,0,0,0,0
6299,7,0,0,0,0,0,0,0
6300,2,0,0,0,0,0,0,0
6301,10,0,0,0,0,0,0,0
6302,3,0,0,0,0,0,0,0
6303,8,0,0,0,0,0,0,0
6304,1,0,0,0,0,0,0,0
6305,1,0,0,0,0,0,0,0
6306,2,0,0,0,0,0,0,0
6307,2,0,0,0,0,0,0,0
6308,7,0,0,0,0,0,0,0
6309,4,0,0,0,0,0,0,0
6310,25,0,0,0,0,0,0,0
6311,3,0,0,0,0,0,0,0
6312,1,0,0,0,0,0,0,0
6313,2,0,0,0,0,0,0,0
6314,1,0,0,0,0,0,0,0
6315,9,0,0,0,0,0,0,0
6316,13,0,0,0,0,0,0,0
6317,55,0,0,0,0,0,0,0
6318,3,0,0,0,0,0,0,0
6319,19,0,0,0,0,0,0,0
6320,1,0,0,0,0,0,0,0
6321,1,0,0,0,0,0,0,0
6322,2,0,0,0,0,0,0,0
6323,1,0,0,0,0,0,0,0
6324,1,0,0,0,0,0,0,0
6325,1,0,0,0,0,0,0,0
6326,1,0,0,0,0,0,0,0
6327,1,0,0,0,0,0,0,0
6328,7,0,0,0,0,0,0,0
6329,15,0,0,0,0,0,0,0
6330,18,0,0,0,0,0,0,0
6331,3,0,0,0,0,0,0,0
6332,1,0,0,0,0,0,0,0
6333,87,0,0,0,0,0,0,0
6334,1,0,0,0,0,0,0,0
6335,8,0,0,0,0,0,0,0
6336,3,0,0,0,0,0,0,0
6337,1,0,0,0,0,0,0,0
6338,3,0,0,0,0,0,0,0
6339,28,0,0,0,0,0,0,0
6340,1,0,0,0,0,0,0,0
6341,204,0,0,0,0,0,0,0
6342,68,0,0,0,0,0,0,0
6343,28,0,0,0,0,0,0,0
6344,12,0,0,0,0,0,0,0
6345,307,0,0,0,0,0,0,0
6346,14,0,0,0,0,0,0,0
6347,6,0,0,0,0,0,0,0
6348,6,0,0,0,0,0,0,0
6349,3,0,0,0,0,0,0,0
6350,2,0,0,0,0,0,0,0
6351,1,0,0,0,0,0,0,0
6352,22,0,0,0,0,0,0,0
6353,2,0,0,0,0,0,0,0
6354,3,0,0,0,0,0,0,0
6355,1,0,0,0,0,0,0,0
6356,10,0,0,0,0,0,0,0
6357,5,0,0,0,0,0,0,0
6358,1,0,0,0,0,0,0,0
6359,2,0,0,0,0,0,0,0
6360,1,0,0,0,0,0,0,0
6361,1,0,0,0,0,0,0,0
6362,7,0,0,0,0,0,0,0
6363,1,0,0,0,0,0,0,0
6364,5,0,0,0,0,0,0,0
6365,4,0,0,0,0,0,0,0
6366,1,0,0,0,0,0,0,0
6367,3,0,0,0,0,0,0,0
6368,8,0,0,0,0,0,0,0
6369,3,0,0,0,0,0,0,0
6370,3,0,0,0,0,0,0,0
6371,2,0,0,0,0,0,0,0
6372,2,0,0,0,0,0,0,0
6373,1,0,0,0,0,0,0,0
6374,1,0,0,0,0,0,0,0
6375,7,0,0,0,0,0,0,0
6376,3,0,0,0,0,0,0,0
6377,8,0,0,0,0,0,0,0
6378,1,0,0,0,0,0,0,0
6379,1,0,0,0,0,0,0,1
6380,2,0,0,0,0,0,0,1
6381,1,0,0,0,0,0,0,0
6382,4,0,0,0,0,0,0,1
6383,4,0,0,0,0,0,0,1
6384,6,0,0,0,0,0,0,1
6385,2,0,0,0,0,0,0,1
6386,2,0,0,0,0,0,0,1
6387,1,0,0,0,0,0,0,1
6388,1,0,0,0,0,0,0,1
6389,18,0,0,0,0,0,0,1
6390,2,0,0,0,0,0,0,1
6391,6,0,0,0,0,0,0,1
6392,5,0,0,0,0,0,0,1
6393,1,0,0,0,0,0,0,1
6394,12,0,0,0,0,0,0,1
6395,20,0,0,0,0,0,0,1
6396,1,0,0,0,0,0,0,1
6397,1,0,0,0,0,0,0,1
6398,1,0,0,0,0,0,0,1
6399,2,0,0,0,0,0,0,1
6400,3,0,0,0,0,0,0,1
6401,3,0,0,0,0,0,0,1
6402,1,0,0,0,0,0,0,0
6403,12,0,0,0,0,0,0,1
6404,6,0,0,0,0,0,0,0
6405,2,0,0,0,0,0,0,0
6406,2,0,0,0,0,0,0,0
6407,4,0,0,0,0,0,0,0
6408,3,0,0,0,0,0,0,0
6409,1,0,0,0,0,0,0,0
6410,2,0,0,0,0,0,0,0
6411,1,0,0,0,0,0,0,0
6412,6,0,0,0,0,0,0,0
6413,10,0,0,0,0,0,0,0
6414,1,0,0,0,0,0,0,0
6415,1,0,0,0,0,0,0,0
6416,3,0,0,0,0,0,0,0
6417,4,0,0,0,0,0,0,0
6418,2,0,0,0,0,0,0,0
6419,5,0,0,0,0,0,0,0
6420,7,0,0,0,0,0,0,0
6421,3,0,0,0,0,0,0,0
6422,1,0,0,0,0,0,0,0
6423,10,0,0,0,0,0,0,0
6424,8,0,0,0,0,0,0,0
6425,1,0,0,0,0,0,0,0
6426,1,0,0,0,0,0,0,0
6427,8,0,0,0,0,0,0,0
6428,4,0,0,0,0,0,0,0
6429,1,0,0,0,0,0,0,0
6430,3,0,0,0,0,0,0,0
6431,1,0,0,0,0,0,0,0
6432,3,0,0,0,0,0,0,0
6433,7,0,0,0,0,0,0,0
6434,2,0,0,0,0,0,0,0
6435,2,0,0,0,0,0,0,0
6436,9,0,0,0,0,0,0,1
6437,12,0,0,0,0,0,0,1
6438,2,0,0,0,0,0,0,1
6439,2,0,0,0,0,0,0,1
6440,3,0,0,0,0,0,0,0
6441,3,0,0,0,0,0,0,0
6442,1,0,0,0,0,0,0,0
6443,4,0,0,0,0,0,0,0
6444,3,0,0,0,0,0,0,0
6445,4,0,0,0,0,0,0,0
6446,6,0,0,0,0,0,0,0
6447,2,0,0,0,0,0,0,0
6448,2,0,0,0,0,0,0,0
6449,5,0,0,0,0,0,0,0
6450,10,0,0,0,0,0,0,0
6451,1,0,0,0,0,0,0,0
6452,1,0,0,0,0,0,0,0
6453,1,0,0,0,0,0,0,0
6454,7,0,0,0,0,0,0,1
6455,8,0,0,0,0,0,0,0
6456,11,0,0,0,0,0,0,1
6457,1,0,0,0,0,0,0,1
6458,1,0,0,0,0,0,0,1
6459,19,0,0,0,0,0,0,1
6460,1,0,0,0,0,0,0,1
6461,2,0,0,0,0,0,0,1
6462,3,0,0,0,0,0,0,1
6463,8,0,0,0,0,0,0,0
6464,3,0,0,0,0,0,0,1
6465,1,0,0,0,0,0,0,1
6466,1,0,0,0,0,0,0,1
6467,1,0,0,0,0,0,0,1
6468,6,0,0,0,0,0,0,1
6469,11,0,0,0,0,0,0,1
6470,1,0,0,0,0,0,0,1
6471,2,0,0,0,0,0,0,1
6472,9,0,0,0,0,0,0,1
6473,5,0,0,0,0,0,0,1
6474,1,0,0,0,0,0,0,1
6475,3,0,0,0,0,0,0,1
6476,8,0,0,0,0,0,0,1
6477,1,0,0,0,0,0,0,1
6478,2,0,0,0,0,0,0,1
6479,1,0,0,0,0,0,0,1
6480,10,0,0,0,0,0,0,1
6481,6,0,0,0,0,0,0,1
6482,1,0,0,0,0,0,0,1
6483,3,0,0,0,0,0,0,1
6484,4,0,0,0,0,0,0,1
6485,2,0,0,0,0,0,0,1
6486,1,0,0,0,0,0,0,1
6487,6,0,0,0,0,0,0,0
6488,3,0,0,0,0,0,0,1
6489,7,0,0,0,0,0,0,0
6490,2,0,0,0,0,0,0,1
6491,5,0,0,0,0,0,0,1
6492,2,0,0,0,0,0,0,1
6493,3,0,0,0,0,0,0,1
6494,4,0,0,0,0,0,0,1
6495,12,0,0,0,0,0,0,1
6496,2,0,0,0,0,0,0,1
6497,1,0,0,0,0,0,0,1
6498,4,0,0,0,0,0,0,1
6499,1,0,0,0,0,0,0,1
6500,4,0,0,0,0,0,0,1
6501,2,0,0,0,0,0,0,1
6502,2,0,0,0,0,0,0,1
6503,5,0,0,0,0,0,0,1
6504,1,0,0,0,0,0,0,1
6505,4,0,0,0,0,0,0,1
6506,2,0,0,0,0,0,0,1
6507,13,0,0,0,0,0,0,1
6508,1,0,0,0,0,0,0,1
6509,1,0,0,0,0,0,0,1
6510,4,0,0,0,0,0,0,1
6511,8,0,0,0,0,0,0,1
6512,3,0,0,0,0,0,0,1
6513,2,0,0,0,0,0,0,1
6514,6,0,0,0,0,0,0,1
6515,20,0,0,0,0,0,0,1
6516,3,0,0,0,0,0,0,1
6517,16,0,0,0,0,0,0,1
6518,7,0,0,0,0,0,0,1
6519,4,0,0,0,0,0,0,1
6520,2,0,0,0,0,0,0,1
6521,1,0,0,0,0,0,0,1
6522,2,0,0,0,0,0,0,1
6523,8,0,0,0,0,0,0,1
6524,6,0,0,0,0,0,0,1
6525,1,0,0,0,0,0,0,1
6526,6,0,0,0,0,0,0,1
6527,3,0,0,0,0,0,0,1
6528,4,0,0,0,0,0,0,1
6529,2,0,0,0,0,0,0,1
6530,1,0,0,0,0,0,0,1
6531,2,0,0,0,0,0,0,1
6532,1,0,0,0,0,0,0,1
6533,16,0,0,0,0,0,0,1
6534,17,0,0,0,0,0,0,1
6535,3,0,0,0,0,0,0,1
6536,1,0,0,0,0,0,0,1
6537,3,0,0,0,0,0,0,1
6538,3,0,0,0,0,0,0,1
6539,4,0,0,0,0,0,0,1
6540,1,0,0,0,0,0,0,0
6541,16,0,0,0,0,0,0,0
6542,6,0,0,0,0,0,0,0
6543,8,0,0,0,0,0,0,0
6544,5,0,0,0,0,0,0,0
6545,13,0,0,0,0,0,0,0
6546,5,0,0,0,0,0,0,0
6547,2,0,0,0,0,0,0,0
6548,2,0,0,0,0,0,0,0
6549,3,0,0,0,0,0,0,0
6550,8,0,0,0,0,0,0,0
6551,1,0,0,0,0,0,0,0
6552,2,0,0,0,0,0,0,0
6553,1,0,0,0,0,0,0,0
6554,5,0,0,0,0,0,0,0
6555,5,0,0,0,0,0,0,0
6556,3,0,0,0,0,0,0,0
6557,1,0,0,0,0,0,0,1
6558,4,0,0,0,0,0,0,1
6559,1,0,0,0,0,0,0,1
6560,49,0,0,0,0,0,0,1
6561,13,0,0,0,0,0,0,1
6562,1,0,0,0,0,0,0,1
6563,9,0,0,0,0,0,0,1
6564,1,0,0,0,0,0,0,1
6565,7,0,0,0,0,0,0,1
6566,1,0,0,0,0,0,0,1
6567,1,0,0,0,0,0,0,1
6568,6,0,0,0,0,0,0,1
6569,2,0,0,0,0,0,0,1
6570,5,0,0,0,0,0,0,1
6571,5,0,0,0,0,0,0,1
6572,10,0,0,0,0,0,0,1
6573,5,0,0,0,0,0,0,1
6574,1,0,0,0,0,0,0,1
6575,1,0,0,0,0,0,0,1
6576,8,0,0,0,0,0,0,1
6577,1,0,0,0,0,0,0,1
6578,2,0,0,0,0,0,0,1
6579,5,0,0,0,0,0,0,0
6580,1,0,0,0,0,0,0,0
6581,2,0,0,0,0,0,0,0
6582,1,0,0,0,0,0,0,0
6583,2,0,0,0,0,0,0,0
6584,2,0,0,0,0,0,0,0
6585,8,0,0,0,0,0,0,1
6586,1,0,0,0,0,0,0,1
6587,2,0,0,0,0,0,0,1
6588,2,0,0,0,0,0,0,1
6589,1,0,0,0,0,0,0,1
6590,6,0,0,0,0,0,0,1
6591,1,0,0,0,0,0,0,1
6592,8,0,0,0,0,0,0,1
6593,3,0,0,0,0,0,0,1
6594,2,0,0,0,0,0,0,1
6595,1,0,0,0,0,0,0,1
6596,2,0,0,0,0,0,0,1
6597,2,0,0,0,0,0,0,1
6598,3,0,0,0,0,0,0,1
6599,3,0,0,0,0,0,0,1
6600,4,0,0,0,0,0,0,1
6601,4,0,0,0,0,0,0,1
6602,4,0,0,0,0,0,0,1
6603,3,0,0,0,0,0,0,1
6604,1,0,0,0,0,0,0,1
6605,5,0,0,0,0,0,0,1
6606,7,0,0,0,0,0,0,1
6607,2,0,0,0,0,0,0,1
6608,2,0,0,0,0,0,0,1
