ID,percentage of students funded on grant,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
736,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0
739,7.6923076923,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0
741,100,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0
744,19.2307692308,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0
746,14.2857142857,0,0,0,0,0,0,0
747,8.5714285714,0,0,0,0,0,0,0
748,4.7619047619,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0
750,14.2857142857,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0
752,47.8260869565,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0
755,53.3333333333,0,0,0,0,0,0,0
756,3.8461538462,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0
760,66.6666666667,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0
762,33.3333333333,0,0,0,0,0,0,0
763,16.6666666667,0,0,0,0,0,0,0
764,50,0,0,0,0,0,0,0
765,33.3333333333,0,0,0,0,0,0,0
766,33.3333333333,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0
768,42.1052631579,0,0,0,0,0,0,0
769,53.8461538462,0,0,0,0,0,0,0
770,100,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0
772,85.7142857143,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0,0
774,31.5789473684,0,0,0,0,0,0,0
775,20,0,0,0,0,0,0,0
776,25,0,0,0,0,0,0,0
777,18.1818181818,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0
785,53.3333333333,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0
788,62.5,0,0,0,0,0,0,0
789,33.3333333333,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0
791,54.5454545455,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0
793,58.8235294118,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0
795,77.7777777778,0,0,0,0,0,0,0
796,33.3333333333,0,0,0,0,0,0,0
797,15,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0
799,20,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0
801,8.3333333333,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0
803,50,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0
805,20,0,0,0,0,0,0,0
806,100,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0
810,25,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,1
812,0,0,0,0,0,0,0,0
813,72.7272727273,0,0,0,0,0,0,0
814,20,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0
821,90.9090909091,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,1
827,0,0,0,0,0,0,0,1
828,22.2222222222,0,0,0,0,0,0,1
829,33.3333333333,0,0,0,0,0,0,1
830,0,0,0,0,0,0,0,1
831,80,0,0,0,0,0,0,1
832,0,0,0,0,0,0,0,1
833,0,0,0,0,0,0,0,1
834,60,0,0,0,0,0,0,1
835,84.6153846154,0,0,0,0,0,0,1
836,0,0,0,0,0,0,0,1
837,57.1428571429,0,0,0,0,0,0,1
838,0,0,0,0,0,0,0,1
839,100,0,0,0,0,0,0,1
840,80,0,0,0,0,0,0,1
841,0,0,0,0,0,0,0,1
842,57.1428571429,0,0,0,0,0,0,1
843,0,0,0,0,0,0,0,1
844,50,0,0,0,0,0,0,1
845,16.6666666667,0,0,0,0,0,0,1
846,0,0,0,0,0,0,0,1
847,61.5384615385,0,0,0,0,0,0,1
848,0,0,0,0,0,0,0,1
849,50,0,0,0,0,0,0,1
850,0,0,0,0,0,0,0,1
851,50,0,0,0,0,0,0,1
852,71.4285714286,0,0,0,0,0,0,1
853,0,0,0,0,0,0,0,1
854,50,0,0,0,0,0,0,1
855,66.6666666667,0,0,0,0,0,0,1
856,0,0,0,0,0,0,0,1
857,0,0,0,0,0,0,0,1
858,0,0,0,0,0,0,0,1
859,0,0,0,0,0,0,0,1
860,0,0,0,0,0,0,0,1
861,33.3333333333,0,0,0,0,0,0,1
862,0,0,0,0,0,0,0,1
863,44.4444444444,0,0,0,0,0,0,1
864,0,0,0,0,0,0,0,1
865,50,0,0,0,0,0,0,1
866,66.6666666667,0,0,0,0,0,0,1
867,0,0,0,0,0,0,0,1
868,25,0,0,0,0,0,0,1
869,0,0,0,0,0,0,0,1
870,0,0,0,0,0,0,0,1
871,25,0,0,0,0,0,0,1
872,0,0,0,0,0,0,0,1
873,0,0,0,0,0,0,0,1
874,0,0,0,0,0,0,0,1
875,60,0,0,0,0,0,0,1
876,0,0,0,0,0,0,0,1
877,37.5,0,0,0,0,0,0,1
878,25,0,0,0,0,0,0,1
879,50,0,0,0,0,0,0,1
880,0,0,0,0,0,0,0,1
881,33.3333333333,0,0,0,0,0,0,1
882,0,0,0,0,0,0,0,1
883,0,0,0,0,0,0,0,1
884,0,0,0,0,0,0,0,1
885,80,0,0,0,0,0,0,1
886,0,0,0,0,0,0,0,1
887,66.6666666667,0,0,0,0,0,0,1
888,0,0,0,0,0,0,0,1
889,20,0,0,0,0,0,0,1
890,66.6666666667,0,0,0,0,0,0,1
891,25,0,0,0,0,0,0,1
892,50,0,0,0,0,0,0,1
893,0,0,0,0,0,0,0,1
894,20,0,0,0,0,0,0,1
895,25,0,0,0,0,0,0,1
896,35.7142857143,0,0,0,0,0,0,1
897,18.1818181818,0,0,0,0,0,0,1
898,0,0,0,0,0,0,0,1
899,16.6666666667,0,0,0,0,0,0,1
900,0,0,0,0,0,0,0,1
901,0,0,0,0,0,0,0,1
902,0,0,0,0,0,0,0,1
903,0,0,0,0,0,0,0,1
904,0,0,0,0,0,0,0,1
905,0,0,0,0,0,0,0,1
906,0,0,0,0,0,0,0,1
907,33.3333333333,0,0,0,0,0,0,1
908,0,0,0,0,0,0,0,1
909,0,0,0,0,0,0,0,1
910,12.5,0,0,0,0,0,0,1
911,33.3333333333,0,0,0,0,0,0,1
912,0,0,0,0,0,0,0,1
913,0,0,0,0,0,0,0,1
914,25,0,0,0,0,0,0,1
915,69.2307692308,0,0,0,0,0,0,1
916,0,0,0,0,0,0,0,1
917,37.5,0,0,0,0,0,0,1
918,0,0,0,0,0,0,0,1
919,0,0,0,0,0,0,0,1
920,0,0,0,0,0,0,0,1
921,0,0,0,0,0,0,0,1
922,50,0,0,0,0,0,0,1
923,16.6666666667,0,0,0,0,0,0,1
924,0,0,0,0,0,0,0,1
925,0,0,0,0,0,0,0,1
926,12.5,0,0,0,0,0,0,1
927,0,0,0,0,0,0,0,1
928,0,0,0,0,0,0,0,1
929,50,0,0,0,0,0,0,1
930,0,0,0,0,0,0,0,1
931,0,0,0,0,0,0,0,1
932,0,0,0,0,0,0,0,1
933,50,0,0,0,0,0,0,1
934,0,0,0,0,0,0,0,1
935,0,0,0,0,0,0,0,1
936,0,0,0,0,0,0,0,1
937,66.6666666667,0,0,0,0,0,0,1
938,0,0,0,0,0,0,0,1
939,66.6666666667,0,0,0,0,0,0,1
940,0,0,0,0,0,0,0,1
941,0,0,0,0,0,0,0,1
942,55.5555555556,0,0,0,0,0,0,1
943,0,0,0,0,0,0,0,1
944,37.5,0,0,0,0,0,0,1
945,33.3333333333,0,0,0,0,0,0,1
946,75,0,0,0,0,0,0,1
947,33.3333333333,0,0,0,0,0,0,1
948,0,0,0,0,0,0,0,1
949,66.6666666667,0,0,0,0,0,0,1
950,0,0,0,0,0,0,0,1
951,0,0,0,0,0,0,0,1
952,0,0,0,0,0,0,0,1
953,0,0,0,0,0,0,0,1
954,33.3333333333,0,0,0,0,0,0,1
955,0,0,0,0,0,0,0,1
956,0,0,0,0,0,0,0,0
957,0,0,0,0,0,0,0,0
958,0,0,0,0,0,0,0,1
959,71.4285714286,0,0,0,0,0,0,1
960,50,0,0,0,0,0,0,1
961,62.5,0,0,0,0,0,0,1
962,0,0,0,0,0,0,0,1
963,0,0,0,0,0,0,0,1
964,66.6666666667,0,0,0,0,0,0,1
965,0,0,0,0,0,0,0,1
966,0,0,0,0,0,0,0,1
967,0,0,0,0,0,0,0,1
968,0,0,0,0,0,0,0,1
969,25,0,0,0,0,0,0,1
970,0,0,0,0,0,0,0,1
971,16.6666666667,0,0,0,0,0,0,1
972,0,0,0,0,0,0,0,1
973,25,0,0,0,0,0,0,1
974,0,0,0,0,0,0,0,1
975,82.6086956522,0,0,0,0,0,0,1
976,0,0,0,0,0,0,0,1
977,6.25,0,0,0,0,0,0,1
978,94.7368421053,0,0,0,0,0,0,1
979,0,0,0,0,0,0,0,1
980,0,0,0,0,0,0,0,1
981,44.4444444444,0,0,0,0,0,0,1
982,0,0,0,0,0,0,0,1
983,37.5,0,0,0,0,0,0,1
984,64.2857142857,0,0,0,0,0,0,1
985,33.3333333333,0,0,0,0,0,0,1
986,33.3333333333,0,0,0,0,0,0,1
987,0,0,0,0,0,0,0,1
988,13.7931034483,0,0,0,0,0,0,1
989,13.6363636364,0,0,0,0,0,0,1
990,0,0,0,0,0,0,0,1
991,0,0,0,0,0,0,0,1
992,0,0,0,0,0,0,0,1
993,50,0,0,0,0,0,0,1
994,0,0,0,0,0,0,0,1
995,66.6666666667,0,0,0,0,0,0,1
996,100,0,0,0,0,0,0,1
997,0,0,0,0,0,0,0,1
998,0,0,0,0,0,0,0,1
999,80,0,0,0,0,0,0,1
1000,33.3333333333,0,0,0,0,0,0,1
1001,44.4444444444,0,0,0,0,0,0,1
1002,66.6666666667,0,0,0,0,0,0,1
1003,50,0,0,0,0,0,0,1
1004,0,0,0,0,0,0,0,1
1005,0,0,0,0,0,0,0,1
1006,0,0,0,0,0,0,0,1
1007,0,0,0,0,0,0,0,1
1008,0,0,0,0,0,0,0,1
1009,16.6666666667,0,0,0,0,0,0,1
1010,0,0,0,0,0,0,0,1
1011,100,0,0,0,0,0,0,1
1012,0,0,0,0,0,0,0,0
1013,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0
1016,33.3333333333,0,0,0,0,0,0,0
1017,0,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,0,0
1019,60,0,0,0,0,0,0,1
1020,75,0,0,0,0,0,0,1
1021,0,0,0,0,0,0,0,1
1022,0,0,0,0,0,0,0,1
1023,20,0,0,0,0,0,0,1
1024,25,0,0,0,0,0,0,1
1025,50,0,0,0,0,0,0,1
1026,50,0,0,0,0,0,0,1
1027,0,0,0,0,0,0,0,1
1028,0,0,0,0,0,0,0,1
1029,0,0,0,0,0,0,0,1
1030,63.6363636364,0,0,0,0,0,0,1
1031,0,0,0,0,0,0,0,1
1032,0,0,0,0,0,0,0,1
1033,63.6363636364,0,0,0,0,0,0,1
1034,0,0,0,0,0,0,0,1
1035,33.3333333333,0,0,0,0,0,0,1
1036,0,0,0,0,0,0,0,1
1037,0,0,0,0,0,0,0,1
1038,40,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,1
1040,0,0,0,0,0,0,0,1
1041,0,0,0,0,0,0,0,1
1042,0,0,0,0,0,0,0,1
1043,0,0,0,0,0,0,0,1
1044,0,0,0,0,0,0,0,1
1045,0,0,0,0,0,0,0,0
1046,25,0,0,0,0,0,0,0
1047,35.7142857143,0,0,0,0,0,0,1
1048,50,0,0,0,0,0,0,1
1049,0,0,0,0,0,0,0,1
1050,0,0,0,0,0,0,0,1
1051,0,0,0,0,0,0,0,1
1052,81.8181818182,0,0,0,0,0,0,1
1053,0,0,0,0,0,0,0,1
1054,0,0,0,0,0,0,0,1
1055,0,0,0,0,0,0,0,1
1056,0,0,0,0,0,0,0,1
1057,0,0,0,0,0,0,0,1
1058,0,0,0,0,0,0,0,1
1059,0,0,0,0,0,0,0,1
1060,50,0,0,0,0,0,0,1
1061,50,0,0,0,0,0,0,1
1062,66.6666666667,0,0,0,0,0,0,1
1063,62.5,0,0,0,0,0,0,1
1064,0,0,0,0,0,0,0,1
1065,0,0,0,0,0,0,0,1
1066,0,0,0,0,0,0,0,1
1067,25,0,0,0,0,0,0,1
1068,40,0,0,0,0,0,0,1
1069,60,0,0,0,0,0,0,1
1070,42.8571428571,0,0,0,0,0,0,1
1071,0,0,0,0,0,0,0,1
1072,41.6666666667,0,0,0,0,0,0,1
1073,0,0,0,0,0,0,0,1
1074,42.8571428571,0,0,0,0,0,0,1
1075,16.6666666667,0,0,0,0,0,0,1
1076,60,0,0,0,0,0,0,1
1077,0,0,0,0,0,0,0,1
1078,16.6666666667,0,0,0,0,0,0,1
1079,20,0,0,0,0,0,0,1
1080,66.6666666667,0,0,0,0,0,0,1
1081,0,0,0,0,0,0,0,1
1082,0,0,0,0,0,0,0,1
1083,0,0,0,0,0,0,0,1
1084,0,0,0,0,0,0,0,1
1085,60,0,0,0,0,0,0,1
1086,60,0,0,0,0,0,0,1
1087,100,0,0,0,0,0,0,1
1088,50,0,0,0,0,0,0,1
1089,0,0,0,0,0,0,0,1
1090,0,0,0,0,0,0,0,1
1091,0,0,0,0,0,0,0,1
1092,44.4444444444,0,0,0,0,0,0,1
1093,0,0,0,0,0,0,0,1
1094,0,0,0,0,0,0,0,1
1095,60,0,0,0,0,0,0,1
1096,0,0,0,0,0,0,0,1
1097,0,0,0,0,0,0,0,1
1098,61.5384615385,0,0,0,0,0,0,1
1099,0,0,0,0,0,0,0,1
1100,0,0,0,0,0,0,0,1
1101,37.7358490566,0,0,0,0,0,0,1
1102,62.5,0,0,0,0,0,0,1
1103,33.3333333333,0,0,0,0,0,0,1
1104,63.6363636364,0,0,0,0,0,0,1
1105,0,0,0,0,0,0,0,1
1106,76.9230769231,0,0,0,0,0,0,1
1107,0,0,0,0,0,0,0,1
1108,0,0,0,0,0,0,0,1
1109,50,0,0,0,0,0,0,1
1110,0,0,0,0,0,0,0,1
1111,33.3333333333,0,0,0,0,0,0,1
1112,0,0,0,0,0,0,0,1
1113,42.8571428571,0,0,0,0,0,0,1
1114,20,0,0,0,0,0,0,1
1115,33.3333333333,0,0,0,0,0,0,1
1116,20,0,0,0,0,0,0,1
1117,28.5714285714,0,0,0,0,0,0,1
1118,20,0,0,0,0,0,0,1
1119,0,0,0,0,0,0,0,1
1120,0,0,0,0,0,0,0,1
1121,50,0,0,0,0,0,0,1
1122,11.1111111111,0,0,0,0,0,0,1
1123,28.5714285714,0,0,0,0,0,0,1
1124,0,0,0,0,0,0,0,1
1125,0,0,0,0,0,0,0,1
1126,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0
1130,28.5714285714,0,0,0,0,0,0,0
1131,10,0,0,0,0,0,0,0
1132,28.5714285714,0,0,0,0,0,0,0
1133,57.1428571429,0,0,0,0,0,0,0
1134,87.5,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0,0
1136,50,0,0,0,0,0,0,0
1137,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0
1139,0,0,0,0,0,0,0,0
1140,33.3333333333,0,0,0,0,0,0,0
1141,41.6666666667,0,0,0,0,0,0,0
1142,19.0476190476,0,0,0,0,0,0,0
1143,4,0,0,0,0,0,0,0
1144,45.4545454545,0,0,0,0,0,0,0
1145,0,0,0,0,0,0,0,0
1146,0,0,0,0,0,0,0,0
1147,76.9230769231,0,0,0,0,0,0,0
1148,0,0,0,0,0,0,0,0
1149,20,0,0,0,0,0,0,0
1150,7.1428571429,0,0,0,0,0,0,0
1151,33.3333333333,0,0,0,0,0,0,0
1152,0,0,0,0,0,0,0,0
1153,0,0,0,0,0,0,0,0
1154,20.8333333333,0,0,0,0,0,0,0
1155,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0
1157,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0
1162,50,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0,0
1164,0,0,0,0,0,0,0,0
1165,0,0,0,0,0,0,0,0
1166,25,0,0,0,0,0,0,0
1167,33.3333333333,0,0,0,0,0,0,0
1168,42.8571428571,0,0,0,0,0,0,0
1169,11.1111111111,0,0,0,0,0,0,0
1170,0,0,0,0,0,0,0,0
1171,0,0,0,0,0,0,0,0
1172,25,0,0,0,0,0,0,0
1173,0,0,0,0,0,0,0,0
1174,0,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0,0
1176,14.2857142857,0,0,0,0,0,0,0
1177,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0
1179,66.6666666667,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,0,0
1182,0,0,0,0,0,0,1,0
1183,0,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0,0
1195,16.6666666667,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0,0
1199,12.5,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0,0
1202,100,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,0,0
1217,20,0,0,0,0,0,0,0
1218,40,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0
1220,0,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,0,0,0
1223,0,0,0,0,0,0,0,0
1224,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0
1226,25,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0,0
1228,50,0,0,0,0,0,0,0
1229,50,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0,0
1233,0,0,0,0,0,0,0,0
1234,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0
1236,27.7777777778,0,0,0,0,0,0,0
1237,33.3333333333,0,0,0,0,0,0,0
1238,62.962962963,0,0,0,0,0,0,0
1239,53.3333333333,0,0,0,0,0,0,0
1240,36.3636363636,0,0,0,0,0,0,0
1241,50,0,0,0,0,0,0,0
1242,25,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,0,0
1244,83.3333333333,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0,0
1247,0,0,0,0,0,0,0,0
1248,0,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0
1251,0,0,0,0,0,0,0,0
1252,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,0,0,0
1254,0,0,0,0,0,0,0,0
1255,0,0,0,0,0,0,0,0
1256,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0,0
1258,0,0,0,0,0,0,0,0
1259,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0
1261,0,0,0,0,0,0,0,0
1262,0,0,0,0,0,0,0,0
1263,0,0,0,0,0,0,0,0
1264,0,0,0,0,0,0,0,0
1265,0,0,0,0,0,0,0,0
1266,0,0,0,0,0,0,0,0
1267,0,0,0,0,0,0,0,0
1268,0,0,0,0,0,0,0,0
1269,0,0,0,0,0,0,0,0
1270,0,0,0,0,0,0,0,0
1271,0,0,0,0,0,0,0,0
1272,0,0,0,0,0,0,0,0
1273,0,0,0,0,0,0,0,0
1274,0,0,0,0,0,0,0,0
1275,20,0,0,0,0,0,0,0
1276,0,0,0,0,0,0,0,0
1277,0,0,0,0,0,0,0,0
1278,66.6666666667,0,0,0,0,0,0,0
1279,33.3333333333,0,0,0,0,0,0,0
1280,0,0,0,0,0,0,0,0
1281,0,0,0,0,0,0,0,0
1282,0,0,0,0,0,0,0,0
1283,57.1428571429,0,0,0,0,0,0,0
1284,0,0,0,0,0,0,0,0
1285,0,0,0,0,0,0,0,0
1286,0,0,0,0,0,0,0,0
1287,0,0,0,0,0,0,0,0
1288,33.3333333333,0,0,0,0,0,0,0
1289,0,0,0,0,0,0,0,0
1290,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,0,0,0
1292,0,0,0,0,0,0,0,0
1293,100,0,0,0,0,0,0,0
1294,50,0,0,0,0,0,0,0
1295,0,0,0,0,0,0,0,0
1296,0,0,0,0,0,0,0,0
1297,0,0,0,0,0,0,0,0
1298,0,0,0,0,0,0,0,0
1299,0,0,0,0,0,0,0,0
1300,40,0,0,0,0,0,0,0
1301,66.6666666667,0,0,0,0,0,0,0
1302,25,0,0,0,0,0,0,0
1303,0,0,0,0,0,0,0,0
1304,33.3333333333,0,0,0,0,0,0,0
1305,0,0,0,0,0,0,0,0
1306,100,0,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,0
1309,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,0,0
1311,50,0,0,0,0,0,0,0
1312,57.1428571429,0,0,0,0,0,0,0
1313,33.3333333333,0,0,0,0,0,0,0
1314,14.2857142857,0,0,0,0,0,0,0
1315,13.3333333333,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0
1317,62.5,0,0,0,0,0,0,0
1318,40,0,0,0,0,0,0,0
1319,66.6666666667,0,0,0,0,0,0,0
1320,0,0,0,0,0,0,0,0
1321,100,0,0,0,0,0,0,0
1322,43.75,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0,0
1324,16.6666666667,0,0,0,0,0,0,0
1325,100,0,0,0,0,0,0,0
1326,0,0,0,0,0,0,0,0
1327,0,0,0,0,0,0,0,0
1328,0,0,0,0,0,0,0,0
1329,0,0,0,0,0,0,0,0
1330,0,0,0,0,0,0,0,0
1331,11.1111111111,0,0,0,0,0,0,0
1332,14.2857142857,0,0,0,0,0,0,0
1333,100,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0
1335,33.3333333333,0,0,0,0,0,0,0
1336,75,0,0,0,0,0,0,0
1337,0,0,0,0,0,0,0,0
1338,62.5,0,0,0,0,0,0,0
1339,0,0,0,0,0,0,0,0
1340,33.3333333333,0,0,0,0,0,0,0
1341,0,0,0,0,0,0,0,0
1342,0,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,0,0
1346,0,0,0,0,0,0,0,0
1347,0,0,0,0,0,0,0,0
1348,33.3333333333,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0
1350,50,0,0,0,0,0,0,0
1351,50,0,0,0,0,0,0,0
1352,0,0,0,0,0,0,0,0
1353,41.6666666667,0,0,0,0,0,0,1
1354,0,0,0,0,0,0,0,1
1355,0,0,0,0,0,0,0,1
1356,33.3333333333,0,0,0,0,0,0,1
1357,0,0,0,0,0,0,0,1
1358,100,0,0,0,0,0,0,1
1359,57.6923076923,0,0,0,0,0,0,1
1360,0,0,0,0,0,0,0,1
1361,0,0,0,0,0,0,0,1
1362,50,0,0,0,0,0,0,1
1363,0,0,0,0,0,0,0,1
1364,0,0,0,0,0,0,0,1
1365,0,0,0,0,0,0,0,1
1366,0,0,0,0,0,0,0,1
1367,0,0,0,0,0,0,0,0
1368,0,0,0,0,0,0,0,1
1369,0,0,0,0,0,0,0,1
1370,0,0,0,0,0,0,0,1
1371,0,0,0,0,0,0,0,1
1372,18.5185185185,0,0,0,0,0,0,1
1373,0,0,0,0,0,0,0,0
1374,0,0,0,0,0,0,0,1
1375,33.3333333333,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,0,1
1377,28.5714285714,0,0,0,0,0,0,1
1378,58.8235294118,0,0,0,0,0,0,1
1379,25,0,0,0,0,0,0,1
1380,16.6666666667,0,0,0,0,0,0,1
1381,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,1
1383,0,0,0,0,0,0,0,1
1384,33.3333333333,0,0,0,0,0,0,1
1385,16.6666666667,0,0,0,0,0,0,1
1386,25,0,0,0,0,0,0,1
1387,0,0,0,0,0,0,0,1
1388,0,0,0,0,0,0,0,1
1389,0,0,0,0,0,0,0,1
1390,0,0,0,0,0,0,0,1
1391,0,0,0,0,0,0,0,1
1392,0,0,0,0,0,0,0,1
1393,11.1111111111,0,0,0,0,0,0,1
1394,0,0,0,0,0,0,0,1
1395,100,0,0,0,0,0,0,1
1396,0,0,0,0,0,0,0,1
1397,66.6666666667,0,0,0,0,0,0,1
1398,33.3333333333,0,0,0,0,0,0,1
1399,0,0,0,0,0,0,0,1
1400,100,0,0,0,0,0,0,1
1401,0,0,0,0,0,0,0,1
1402,0,0,0,0,0,0,0,1
1403,0,0,0,0,0,0,0,1
1404,11.1111111111,0,0,0,0,0,0,1
1405,100,0,0,0,0,0,0,1
1406,0,0,0,0,0,0,0,1
1407,25,0,0,0,0,0,0,1
1408,0,0,0,0,0,0,0,1
1409,16.6666666667,0,0,0,0,0,0,1
1410,0,0,0,0,0,0,0,0
1411,0,0,0,0,0,0,0,0
1412,0,0,0,0,0,0,0,1
1413,15.1358344114,0,0,0,0,0,0,0
1414,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,0,0,0
1416,0,0,0,0,0,0,0,0
1417,0,0,0,0,0,0,0,0
1418,16.6666666667,0,0,0,0,0,0,0
1419,0,0,0,0,0,0,0,0
1420,0,0,0,0,0,0,0,0
1421,0,0,0,0,0,0,0,0
1422,0,0,0,0,0,0,0,0
1423,0,0,0,0,0,0,0,0
1424,8.3333333333,0,0,0,0,0,0,0
1425,0,0,0,0,0,0,0,0
1426,0,0,0,0,0,0,0,0
1427,0,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0,0
1429,14.2857142857,0,0,0,0,0,0,0
1430,0,0,0,0,0,0,0,0
1431,0,0,0,0,0,0,0,0
1432,0,0,0,0,0,0,0,0
1433,25,0,0,0,0,0,0,0
1434,0,0,0,0,0,0,0,0
1435,0,0,0,0,0,0,0,0
1436,1.3513513514,0,0,0,0,0,0,0
1437,27.2727272727,0,0,0,0,0,0,0
1438,44.4444444444,0,0,0,0,0,0,0
